name,graduate_date,thesis_title,topics,rwth_url,doi,thesis_pdf,linkedin,orcid,image,summary
Florian Wiesner,2026-02-18,Two-phase flow simulations in gas diffusion electrodes,gas diffusion electrodes; simulation,https://publications.rwth-aachen.de/record/1028896,10.18154/RWTH-2026-01948,https://publications.rwth-aachen.de/record/1028896/files/1028896.pdf,https://www.linkedin.com/in/florian-wiesner-profile/,https://orcid.org/0000-0002-4898-004X,/images/graduates/florian-wiesner.jpg,"This thesis advances the fundamental understanding and predictive modeling of two-phase flow phenomena in GDEs through the development of novel computational frameworks spanning from detailed morphological simulations to novel, generalizable machine learning approaches. Applied to both stochastically reconstructed and μ-CT scanned…"
Sebastian Brosch,2026-02-03,Wettability and reaction visualization of electrochemical CO₂ reduction at gas diffusion electrodes,gas diffusion electrodes; CO2 reduction; electrochemistry; wettability,https://publications.rwth-aachen.de/record/1028159,10.18154/RWTH-2026-01499,https://publications.rwth-aachen.de/record/1028159/files/1028159.pdf,https://www.linkedin.com/in/sebastian-brosch-279689200/,https://orcid.org/0000-0002-2001-6283,/images/graduates/sebastian-brosch.jpg,"The location and morphology of the TPB is defined by the wettability of the CL. Overall, it could be shown that the primary reaction location in ecCO2RR is in fact at the TPB, however, the active area for CO2 reduction is far larger than previously assumed for GDEs."
Wibke Victoria Zängler,2025-11-18,Electrochemical hydrogen compression toward operation in hydrogen distribution systems,electrochemistry; hydrogen,https://publications.rwth-aachen.de/record/1023118,10.18154/RWTH-2025-10510,https://publications.rwth-aachen.de/record/1023118/files/1023118.pdf,https://www.linkedin.com/in/wibke-zaengler/,,,"This thesis aims to advance electrochemical hydrogen compression applicability in natural gas mixtures by increasing process robustness against impurities and reducing costs through innovative reactor design. With impurity/hydrogen mixtures, the high-temperature EHC demonstrated stable operation, minimal potential increase, and higher…"
Maike Wrobel,2025-10-22,Scaling up CO₂ electrolysis with bipolar membranes,CO2 reduction; membranes; bipolar membranes,https://publications.rwth-aachen.de/record/1028636,10.18154/RWTH-2026-01776,https://publications.rwth-aachen.de/record/1028636/files/1028636.pdf,https://www.linkedin.com/in/maike-wrobel-4b876b184/,,,"This thesis examines the feasibility of scaling up CO2 electrolysis to industrial levels in a bipolar membrane (BPM) reactor. Overall, this thesis concludes that industrial-scale CO2 electrolysis in BPM-based systems is achievable with appropriate electrode engineering, membrane optimization, and advanced simulation tools."
Siqi Wang,2025-10-17,Porous conductive polymer PEDOT:PSS for electrochemical applications,electrochemistry; porous media; polymers,https://publications.rwth-aachen.de/record/1021247,10.18154/RWTH-2025-09528,https://publications.rwth-aachen.de/record/1021247/files/1021247.pdf,,https://orcid.org/0000-0002-1502-4238,,"This thesis aims to design, fabricate, and apply the porous PEDOT:PSS structures as advanced electrode materials, focusing on enhancing ion transport, surface area, and overall device performance across diverse electrochemical systems. A systematic investigation of the interplay between pore architecture, ionic/electronic conductivity,…"
Simon Wennemaring,2025-09-22,Visualizing local transport processes in opaque membrane modules with magnetic resonance imaging,membranes,https://publications.rwth-aachen.de/record/1019577,10.18154/RWTH-2025-08440,https://publications.rwth-aachen.de/record/1019577/files/1019577.pdf,https://www.linkedin.com/in/simon-wennemaring-b95181177/,,,"Experiments with multichannel membrane modules revealed that particle deposition occurs mainly in the outer channels, reducing the contribution of the inner channels to the filtration process. The research underscores the importance of understanding the behavior of individual membranes in order to explain overall module performance."
Clara Berinike Bräsel,2025-07-28,Multidimensional filtration dynamics based on numerical insights from single-pore to multi-pore simulations,filtration; simulation,https://publications.rwth-aachen.de/record/1016404,10.18154/RWTH-2025-06910,https://publications.rwth-aachen.de/record/1016404/files/1016404.pdf,https://www.linkedin.com/in/berinike-bräsel-684a511a1/,,,"This thesis's findings contribute to a comprehensive understanding of fouling phenomena, narrowing the gap between pore-scale events and the macroscopic filtration process."
Maria Adelaida Restrepo Toro,2025-07-18,Fabrication and modification of functional and enzymatically active hollow fiber membranes,membranes; hollow fiber membranes,https://publications.rwth-aachen.de/record/1023806,10.18154/RWTH-2025-10754,https://publications.rwth-aachen.de/record/1023806/files/1023806.pdf,https://www.linkedin.com/in/maria-adelaida-restrepo-59b558197/,https://orcid.org/0000-0001-7581-2802,,"This thesis explores innovative techniques for fabricating biocatalytic hollow fiber membranes by directly integrating enzymes and functional materials into the structure, enhancing enzyme stability and introducing new functionalities beneficial to separation processes. The third method is fabricating low-fouling and self-cleaning hollow…"
Jonas Frederik Bäßler,2025-05-21,Selective methanol oxidation for paired electrolysis,electrolysis,https://publications.rwth-aachen.de/record/1012205,10.18154/RWTH-2025-04916,https://publications.rwth-aachen.de/record/1012205/files/1012205.pdf,https://www.linkedin.com/in/jonas-baessler-0365a3225/,,,"This thesis explores selective methanol oxidation as a less energy-intensive alternative to OER for paired electrolysis, which yield value-added products from both anodic and cathodic reactions.Two paired processes were studied in electrochemical flow cells: Methanol oxidation to formaldehyde at platinum paired with CO2 reduction, and…"
Lucas Maximilian Stüwe,2025-03-19,Fabrication of polymer particles as model colloids in soft matter filtration,filtration; polymers,https://publications.rwth-aachen.de/record/1009830,10.18154/RWTH-2025-03701,https://publications.rwth-aachen.de/record/1009830/files/1009830.pdf,https://www.linkedin.com/in/lucas-stüwe-7a7b2215b/,https://orcid.org/0000-0002-6077-9509,,"The present thesis provides two experimental approaches for filtration investigations in simplified environments on different size scales, starting with microfluidic investigations of particle properties on the hydraulic resistance of a filter cake by precisely controlling particle softness, shape, porosity, quantity and dispersity.…"
